pair_id	stratum	expected_label	a_source	a_title	a_author	a_date	b_source	b_title	b_author	b_date	label	notes
296	positive_related_edition	same_work_different_edition	erara	[Leonhard Ziegler zum Egli, Papierfabrikant und Buchhändler]	Irminger, Karl Friedrich	1847	erara	Carl Wilhelm Fäsi : Pfarrer Bei St Peter In Zürich. Geb. den 17. Christm. 1793. 	Irminger, Karl Friedrich	1852		
297	positive_related_edition	same_work_different_edition	erara	Gallia belgica rhenana : Pläne in quarto und Prospekte : Sammelband der Ryhiner-	Fer, Nicolas de	1687	erara	Magnae Galliae partes : Karten der Küsten : Sammelband der Ryhiner-Kartensammlun	Fer, Nicolas de	1690		
298	positive_related_edition	same_work_different_edition	bsb	Disputatio Juridica Continens Differentias Juris Civilis Et Canonici	Stryk, Samuel	1683 [erschienen ca. 1698]	bsb	Disputatio juridica De jure privilegiati contra privilegiatum	Stryk, Samuel	1684		
299	negative_same_block	likely_different	erara	Histoire naturelle des oiseaux / Tome second.	[s.n.]	1771	erara	Recherches sur les modifications de l'atmosphère : contenant l'histoire critique	[s.n.]	1772		
300	negative_same_block	likely_different	erara	J. Caspar Müller v. Zürich : Professor zu Berlin, ao 1776	[s.n.]	1774	erara	Le  citoyen exilé ou l'exposé des procédures, et d'un jugement unique, de l'espr	[s.n.]	1770		
301	negative_same_author	different_work	bsb	Oratio de Atheo convincendo ex artificiosissima machinae humanae structura	Hoffmann, Friedrich	1705	bsb	Dissertatio Inauguralis Medica, Sistens Valetudinarium Virginale : Quam ... Præs	Hoffmann, Friedrich	[1721]		
302	positive_related_edition	same_work_different_edition	bsb	Proben von Relationen und Vorträgen als Vorübungen für angehende Rechtsgelehrte	Eckartshausen, Carl von	1789.	bsb	Sittenlehren und Erzählungen, für alle Stände der Menschen, zur Bildung der Herz	Eckartshausen, Carl von	1790		
303	negative_same_block	likely_different	erara	Zwingli, Schüler zu Bern, weist die Anträge der Dominikanermönche zurück	[s.n.]	1842	erara	Der  Kanton St. Gallen ist nicht pflichtig, den sogenannten Land- und Seezoll vo	[s.n.]	1840		
304	negative_same_block	likely_different	gallica	Code de l'Hôpital-général de Paris, ou Recueil des principaux édits, arrêts, déc	France. Auteur du texte	1786	gallica	Arrêt du conseil d'Etat concernant les travaux et réparations à faire aux rivièr	France. Conseil d'État (13..-1791). Auteur du texte	1785		
305	positive_related_edition	same_work_different_edition	bsb	P. Virgilij Maronis diuina Aeneis : in duodecim libros discreta: quibus singulis	Vergilius Maro, Publius	1503	bsb	Georgicorum liber	Vergilius Maro, Publius	1507		
306	positive_cross_source	same_manifestation_or_work	erara	Kurze Beschreibung eines Systems von Maassstäben zu Zeichnungen : erster Beytrag	Brander, Georg Friedrich	1772	bsb	Kurze Beschreibung eines Systems von Maaßstäben zu Zeichnungen : Erster Beytrag 	Brander, Georg Friedrich	1772		
307	positive_related_edition	same_work_different_edition	bsb	De articulis Suobacensibus, Augustanae Confessionis fundamento	Jan, Johann Wilhelm	1719	bsb	Theosebia Christiana Et Evangelica H.E. Ecclesiae Evangelico-Lvtheranae De Fidei	Jan, Johann Wilhelm	[1722]		
308	negative_same_block	likely_different	erara	H. Vontobel s/m R. Rahn zur freundl. Erg	[s.n.]	1857	erara	Beschreibung der königlich bayerischen Salinen Reichenhall und Berchtesgaden : a	[s.n.]	1854		
309	negative_same_block	likely_different	erara	Œuvres Dramatiques / Tome neuvième.	[s.n.]	1774	erara	Oekonomisch-technologische Encyclopädie, oder allgemeines System der Staats-, St	[s.n.]	1773		
310	positive_same_source	same_manifestation	bsb	Vitae Clarissimorvm Historicorvm Pomponii Laeti Philippi Callimachi Ioannis Aven	Buder, Christian Gottlieb	1740	bsb	Vitae Clarissimorvm Historicorvm Pomponii Laeti Philippi Callimachi Ioannis Aven	Buder, Christian Gottlieb	1740		
311	negative_same_block	likely_different	erara	Jahresbericht über den Kurs ... / 2	[s.n.]	1878	erara	Geschichte der schweizerischen Eidgenossenschaft / 2	[s.n.]	1877		
312	hard_multivolume	same_work_different_volume	bsb	Chronologie De L'Histoire Sainte Et Des Histoires Etrangeres Qui La Concernent D	Des Vignoles, Alphonse	(1738)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
313	negative_same_block	likely_different	erara	Recherches sur les modifications de l'atmosphère : contenant l'histoire critique	[s.n.]	1772	erara	Encyclopédie ou dictionnaire raisonné des sciences, des arts et des métiers, par	[s.n.]	1779		
314	positive_cross_source	same_manifestation_or_work	erara	Themata de exceptionibus	Brandt, Rudolf	1611	bsb	Themata de Exceptionibvs	Brandt, Rudolph	[1611]		
315	negative_same_author	different_work	bsb	De Moribvs Scriptis Et Imaginibvs Vlrici Ab Hvtten Eqv. Germ. Commentationem : A	Christ, Johann Friedrich	A.O.R. MDCCXXVII.	bsb	Hippocratica instituta XIIII. philosophiae Candidatis qui magistri creantur ... 	Christ, Johann Friedrich	1749		
316	positive_same_source	same_manifestation	bsb	Historia theologica dogmatum et opinionum de divina gratia libero arbitrio et pr	Maffei, Scipione	1756	bsb	Historia theologica dogmatum et opinionum de divina gratia, libero arbitrio et p	Maffei, Scipione	1756		
317	positive_same_source	same_manifestation	bsb	Vocabularius rerum	Brack, Wenceslaus	1509	bsb	Vocabularius rerum	Brack, Wenceslaus	1501		
318	positive_related_edition	same_work_different_edition	bsb	Sacra herba	Paullini, Christian Franz	1688	bsb	Christiani Francisci Paullini Ferraria-Thuringi Dissertationes Historicae, Var	Paullini, Christian Franz	1694		
319	positive_cross_source	same_manifestation_or_work	erara	Hand-Buch oder kurze Anweisung wie man Naturalien-Sammlungen betrachten soll	Rudolph, Daniel Gottlob	1766	bsb	Hand-Buch oder kurze Anweisung wie man Naturalien-Sammlungen mit Nutzen betracht	Rudolph, Daniel Gottlob	1766		
320	negative_same_author	different_work	bsb	Diss. iur. de refutatione feudi poenae loco imperata	Knorre, Carl Gottlieb	1743	bsb	Diss. inaug. iur. ad tit. XIV. Ord. Prov. Anh. de eo quod iustum est secundum 	Knorre, Carl Gottlieb	1747		
321	negative_same_author	different_work	bsb	Adriani Beieri, J.V.D. Tractatvs Jvridicvs De Manvfactvris : Accessit Delineatio	Beier, Adrian	1706.	bsb	Diss. iur. de protectoribus opificum eorumque magistratibus et praefectis	Beier, Adrian	1710		
322	hard_multivolume	same_work_different_volume	bsb	Responsa Juridico-Canonica, Ad Propositas Ex Utroque Jure Quaestiones De Ultimis	Werenkus, Thaddaeus	(1761)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
323	positive_related_edition	same_work_different_edition	bsb	Beichten wie sie gebeichtet worden und vielleicht noch oft gebeichtet werden : E	Vulpius, Christian August	1789.	bsb	Abentheuer, Meinungen und Schwänke galanter Männer : Ein Seitenstück zu den Skit	Vulpius, Christian August	1791		
324	negative_same_block	likely_different	bsb	Operis Mineralis Oder Vieler künstlichen vnd nützlichen Metallischen Arbeitten B	Glauber, Johann Rudolph	1652	bsb	Furni Novi Philosophici Oder Beschreibung einer New-erfundenen Distillir-Kunst :	Glauber, Johann Rudolph	1652		
325	positive_borderline	unknown	bsb	Der Christen-Lehrer oder Predigten über die Entstehungs-Geschichte der Gemeine	Hess, Johann Jakob	(1781)	bsb	Der Christen-Lehrer oder Predigten über die Entstehungs-Geschichte der Gemeine	Hess, Johann Jakob	(1788)		
326	negative_same_author	different_work	bsb	Ueber die Augspurgische Stadtbibliothek : Eine Einladungsschrift zu den öffentli	Mertens, Hieronymus Andreas	(1783)	bsb	Historische Uebersicht des zu Ende gehenden achtzehnten Jahrhunderts : Bey Geleg	Mertens, Hieronymus Andreas	1798		
327	negative_same_author	different_work	bsb	Vtilitas Rei Nvmariae Veteris, Compendio proposita : Accedit Appendicula ad numo	Fröhlich, Erasmus	1733	bsb	Annales Compendiarii Regum, &amp; Rerum Syriæ : Numis Veteribus Illustrati, Dedu	Fröhlich, Erasmus	1754		
328	negative_same_block	likely_different	erara	Vollständige Einlösungstarife für die alten Schweizer- und Zürchermünzen : nebst	[s.n.]	1852	erara	Concurs-Programm für den Bau des Bundesrathhauses	[s.n.]	1850		
329	negative_same_block	likely_different	erara	Histoire critique et militaire des guerres de la révolution / Tome septième. Cam	[s.n.]	1820	erara	Carte der europaeischen Türkey nebst einem Theile von Kleinasien in XXI. Blaette	[s.n.]	1829		
330	positive_borderline	unknown	bsb	Holsteinische Chronica : Darinnen ordentliche Warhaftige Beschreibung, der Adeli	Angelus, Andreas	(1596)	bsb	Holsteinische Chronica : Darinnen ordentliche Warhaftige Beschreibung, der Adeli	Angelus, Andreas	1597		
331	negative_same_block	likely_different	erara	Voyages dans les Alpes : précédés d'un essai sur l'histoire naturelle des enviro	[s.n.]	1779	erara	Encyclopédie ou dictionnaire raisonné des sciences, des arts et des métiers / 3.	[s.n.]	1777		
332	negative_same_author	different_work	bsb	Methode pour etudier l'histoire : Avec un catalogue des principaux historiens	Mencke, Johann Burkhard	1714	bsb	Disp. mor. de eo quod decorum est	Mencke, Johann Burkhard	1695		
333	negative_same_block	likely_different	erara	Neue illustrirte Zeitschrift für die Schweiz / 48/384 Richterschweil am Zürcher-	[s.n.]	1857	erara	F. Meyer s/m G. Mousson zr. fr. Erg	[s.n.]	1850		
334	negative_same_block	likely_different	erara	Geschichte der Mathematik und der Naturwissenschaften in bernischen Landen : vom	[s.n.]	1888	erara	Drei Orgelsätze zum Concertgebrauch in Form einer Sonate, op. 45 / No. 3. Grave 	[s.n.]	1886		
335	positive_same_source	same_manifestation	bsb	Von dem körperlichen wesentlichen Unterscheide zwischen der Structur der Thiere 	Moscati, Pietro	1771	bsb	Von dem körperlichen wesentlichen Unterscheide zwischen der Structur der Thiere 	Moscati, Pietro	1771		
336	positive_related_edition	same_work_different_edition	bsb	Hymnvs In Apollinem : Stvdiorum pariter ac studiosorum omnium Exemplar	Homerus	1523	bsb	Poiēseis Homēru Amphō Ēte Ilias Kai Hē Odysseia / [2]	Homerus	(1541)		
337	negative_same_author	different_work	bsb	Johannis Michaelis Dilherri Contemplationes, Et Suspiria Hominis Christiani : Ac	Dilherr, Johann Michael	1660	bsb	Freudenblick deß Ewigen Lebens : in Acht Montags-Predigen gezeiget	Dilherr, Johann Michael	1652		
338	negative_same_block	likely_different	bsb	Sprichwörter, Schöne Weise Klugredenn : Darinnen Teutscher unn anderer Spraachen	Franck, Sebastian	1560	gallica	Lettres du Roy, portant mandement aux deux cents Gentils-hommes de sa maison, de	France. Auteur du texte	1568		
339	negative_same_author	different_work	bsb	Dissertatio Politica De Fatis Studii Politici Præsertim In Academiis, Et De Insi	Hoffmann, Christian Gottfried	[1715]	bsb	Nucleus Legum Imperii Et Pacificationum Novissimarum, i.e. Analysis Pacis Westph	Hoffmann, Christian Gottfried	A. M.DCCXXXI.		
340	positive_cross_source	same_manifestation_or_work	erara	In Acta Apostolorum Heinrychi Bullingeri Commentariorum libri VI	Bullinger, Heinrich	1540	bsb	In Acta Apostolorum Heinrychi Bullingeri Commentariorum libri VI.	Bullinger, Heinrich	1549		
341	positive_same_source	same_manifestation	bsb	Jacobi Wimphelingi De Integritate Libellus : cum epistolis prestantissimoru[m] v	Wimpfeling, Jakob	1506	bsb	Jacobi Wimphelingi De Integritate Libellus : cum epistolis prestantissimoru[m] v	Wimpfeling, Jakob	1506		
342	hard_multivolume	same_work_different_volume	bsb	Beyträge zur Pflanzen-Anatomie, Pflanzen-Physiologie und einer neuen Charakteris	Medicus, Friedrich Casimir	(1799)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
343	negative_same_block	likely_different	erara	Saxonia superior : Prospekte der Städte und Orte : Sammelband der Ryhiner-Karten	[s.n.]	1650	erara	Pläne und Prospekte - [Niederlande] : verschiedene Orte beisammen : Sammelband d	[s.n.]	1654		
344	negative_same_author	different_work	bsb	Originvm Palatinarvm Commentarivs : De gentis et dignitatis eius primordiis; tum	Freher, Marquard	1599	bsb	Marquardi Freheri Directorium In Omnes Fere, Quos Superstites Habemus, Chronolog	Freher, Marquard	1734		
345	negative_same_author	different_work	bsb	Derecta ingenuorum adolescentum ac puellarum institutione libri II	Vives, Juan Luis	1539	bsb	Ioannis Lodovici Vivis Valentini de disciplinis : Libri XX. in tres tomos distin	Vives, Juan Luis	1532		
346	positive_same_source	same_manifestation	bsb	Leonhard Eulers Einleitung in die Analysis des Unendlichen / Drittes Buch : Die	Euler, Leonhard	1791	bsb	Leonhard Eulers Einleitung in die Analysis des Unendlichen / Drittes Buch : Die	Euler, Leonhard	1791		
347	positive_cross_source	same_manifestation_or_work	erara	Miracula Augustanae confessionis : Wunderwerck der Augspurgischen Confession, od	Saubert, Johannes	1631	bsb	Miracula Augustanae Confessionis : = Wunderwerck der Augspurgischen Confession, 	Saubert, Johannes	1631		
348	positive_cross_source	same_manifestation_or_work	erara	Voyages dans les Alpes : précédes d'un essai sur l'histoire naturelle des enviro	Saussure, Horace Bénédict de	1786	bsb	Voyages Dans Les Alpes : Précédés D'Un Essai Sur L'Histoire Naturelle Des Enviro	Saussure, Horace Bénédict de	1787		
349	positive_same_source	same_manifestation	bsb	Collectanevm Bibliorum : quinq[ue] libris sententias diuinae scripturae ad certo	Johannes	1541	bsb	Collectanevm Bibliorum : quinq[ue] libris sententias diuinae scripturae ad certo	Johannes	1541		
350	positive_same_source	same_manifestation	bsb	Brevis Enarratio Aliqvot Psalmorvm : Libellvs De Modo Concionandi, pro studiosis	Weller, Hieronymus	1558	bsb	Brevis Enarratio Aliqvot Psalmorvm : Libellvs De Modo Concionandi, pro studiosis	Weller, Hieronymus	1558		
351	positive_cross_source	same_manifestation_or_work	bsb	Antiquitatum Botanicarum Specimen Primum	Sprengel, Kurt	1798	gallica	Antiquitatum botanicarum specimen primum ([Reprod.]) / auctore Curtio Sprengelio	Sprengel, Kurt (1766-1833). Auteur du texte	1798		
352	hard_multivolume	same_work_different_volume	bsb	Poetische Übersetzung der Psalmen : mit Abhandlungen über dieselben / 3	Cramer, Johann Andreas	(1763)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
353	positive_same_source	same_manifestation	bsb	Diss. inaug. anat. physiol. qua demonstratur, cor nervis carere, addita disqui	Behrends, Johann B.	1792	bsb	Diss. inaug. anat. physiol. qua demonstratur, cor nervis carere, addita disqui	Behrends, Johann B.	1792		
354	positive_same_source	same_manifestation	bsb	Dissertatio Inavgvralis Ivridica Qva Ivris Patronatvs Genvina Repraesentatio	Böhmer, Justus Henning	1720	bsb	Dissertatio Inavgvralis Ivridica Qva Ivris Patronatvs Genvina Repraesentatio	Böhmer, Justus Henning	[1720]		
355	positive_cross_source	same_manifestation_or_work	erara	Sermons sur les trois premiers chapitres du Cantique des cantiques, de Salomon	Bèze, Théodore de	1586	gallica	Sermons sur les trois premiers chapitres du Cantique des Cantiques, de Salomon. 	Bèze, Théodore de (1519-1605). Auteur du texte	1586		
356	positive_same_source	same_manifestation	bsb	Literae annuae Iaponicae 1601	Pasio, Francesco	1604	bsb	Literae annuae Iaponicae 1601	Pasio, Francesco	1604		
357	positive_cross_source	same_manifestation_or_work	erara	Lithographiae Wirceburgensis, ducentis lapidum figuratorum, a potiori insectifor	Beringer, Johann Bartholomäus Adam	1726	bsb	Lithographiae Wirceburgensis, Ducentis Lapidum Figuratorum, A Potiori Insectifor	Beringer, Johann Bartholomäus Adam	[1726]		
358	positive_related_edition	same_work_different_edition	bsb	Theses mathematico-physicae	Rothfischer, Franz Ignatius	1746	bsb	Franz Rothfischers ... Ablaß und Jubeljahr / 3 : Von der Religion überhaupt, und	Rothfischer, Franz Ignatius	1754		
359	positive_cross_source	same_manifestation_or_work	erara	Disputatio inauguralis medica de phthisi	Walther, Johannes	1633	bsb	Disputatio inauguralis De missa	Major, Johannes	1630		
360	negative_same_block	likely_different	erara	A Zweysimmen	[s.n.]	1820	erara	Costumes civils et militaires de la monarchie française depuis 1200 jusqu'a 1820	[s.n.]	1820		
361	positive_cross_source	same_manifestation_or_work	erara	L. A. Seneca der Sittenlehrer, nach dem Character seines Lebens und seiner Schri	Nüscheler, Felix	1783	bsb	L. A. Seneca der Sittenlehrer : nach dem Character seines Lebens und seiner Schr	Nüscheler, Felix	1783		
362	negative_same_author	different_work	bsb	Physica, Oder Natur-Wissenschaft / 1	Scheuchzer, Johann Jacob	(1701)	bsb	Physica, oder Natur-Wissenschaft / 1	Scheuchzer, Johann Jacob	1743		
363	positive_borderline	unknown	bsb	Erneuert- und geschärffte Käyserliche Abruffungs-Geheiß-Gebott- Und Verbotts-Bri	Karl, VI.	[1713]	bsb	Erneuert- und geschärffte Käyserliche Abruffungs-Geheiß-Gebott- Und Verbotts-Bri	Karl, VI.	[1713]		
364	positive_cross_source	same_manifestation_or_work	erara	Anfangsgründe der Mineralogie nach Grundsätzen der Probierkunst	Sage, Balthazar Georges	1775	bsb	Anfangsgründe der Mineralogie nach den Grundsätzen der Probierkunst	Sage, Balthazar Georges	1775		
365	positive_same_source	same_manifestation	bsb	Mars an exlex?	Kirchmaier, Georg Caspar	1695	bsb	Mars an exlex?	Kirchmaier, Georg Caspar	1695		
